category;article;title;price;discount_price;discount_sign;in_stock;description;brand;url_image
Шины и диски;1000886;Диск ALCASTA M23 [M23 6x15/4x100 ET40 DIA60,1];3456;2592;1;3;;ALCASTA;http://magazilla.ru/jpg_zoom1/435026.jpg http://mzimg.com/big/j1/eiw3d2b9tj1.jpg
Шины и диски;1000888;Диск ALCASTA M27 [M27 6,5x16/5x112 ET46 DIA57,1];4018;3415;1;8;;ALCASTA;http://mzimg.com/big/u1/eiw4lpcoiu1.jpg http://mzimg.com/big/g1/eiw4m5oeeg1.jpg http://mzimg.com/big/x1/eiw4mbloex1.jpg http://mzimg.com/big/a1/eiw4mflxea1.jpg
Шины и диски;1000900;Диск Cross Street Y4601 [Y4601 6x15/4x108 ET50 DIA63,3];3456;3456;0;12;;Cross Street;http://magazilla.ru/jpg/738877.jpg
Шины и диски;1000901;Диск Cross Street Y5314 [Y5314 6,5x16/5x112 ET46 DIA57,1];3854;2891;1;13;;Cross Street;http://magazilla.ru/jpg/738890.jpg
Шины и диски;1000903;Диск Cross Street Y969 [Y969 6x14/4x100 ET35 DIA73,1];2614;2222;1;12;;Cross Street;http://magazilla.ru/jpg/799336.jpg
Шины и диски;1000906;Диск Enkei LM01 [LM01 8,5x20/5x120 ET45 DIA72,6];13750;13750;0;8;;Enkei;http://magazilla.ru/jpg_zoom1/532635.jpg http://mzimg.com/big/s1/epbd67e5ds1.jpg
Шины и диски;1000909;Диск Enkei PF01 [PF01 8,5x18/5x114,3 ET35 DIA75,1];19910;14933;1;12;;Enkei;http://magazilla.ru/jpg_zoom1/799413.jpg http://mzimg.com/big/31/f30yq3a6a31.jpg http://mzimg.com/big/01/f30yq9lfq01.jpg http://mzimg.com/big/p1/f30yqf2o6p1.jpg
Шины и диски;1000910;Диск Enkei PF01 [PF01 9x18/5x114,3 ET35 DIA75,1];19910;16924;1;12;;Enkei;http://magazilla.ru/jpg_zoom1/799413.jpg http://mzimg.com/big/31/f30yq3a6a31.jpg http://mzimg.com/big/01/f30yq9lfq01.jpg http://mzimg.com/big/p1/f30yqf2o6p1.jpg
Мобильные и аксессуары;1003268;Мобильный телефон Nokia 150 Dual Sim;2054;2054;0;11;"Вес (г): 81; Размеры (мм): 118х50.2х13.5; Емкость (мАч): 1200; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Вспышка; Камера (основная): 0.3; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.4; Корпус: моноблок; Режим работы SIM-карт: попеременный ";Nokia;http://magazilla.ru/jpg_zoom1/1003268.jpg http://mzimg.com/big/v1/faqb3fcxfv1.png http://mzimg.com/big/d1/faqb6u5b6d1.jpg http://mzimg.com/big/e1/faqb6zp8re1.jpg
Мобильные и аксессуары;1003269;Мобильный телефон Nokia 150;2739;2054;1;2;"Вес (г): 81; Размеры (мм): 118х50.2х13.5; Емкость (мАч): 1200; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Вспышка; Камера (основная): 0.3; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.4; Корпус: моноблок; ОС: отсутствует; GSM; Тип устройства: телефон";Nokia;http://magazilla.ru/jpg_zoom1/1003269.jpg http://mzimg.com/big/g1/faqays1pxg1.png http://mzimg.com/big/e1/faqb0jq36e1.jpg http://mzimg.com/big/g1/faqb0psscg1.jpg http://moscow.shop.megafon.ru/images/goods/982/98225_p_8_3.jpg http://moscow.shop.megafon.ru/images/goods/982/98227_p_8_3.jpg
Мобильные и аксессуары;1004978;Мобильный телефон Lenovo Vibe K5 Note Pro;12639;10743;1;2;"Вес (г): 165; Размеры (мм): 152x75.7x8.5; Емкость (мАч): 3500; Аккумулятор: Li-Pol; фонарик; шумоподавление; mini-Jack (3.5 мм); microUSB; FM-приемник; Цифровой компас; Поддержка ГЛОНАСС; GPS-модуль; aGPS; NFC-чип; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1920х1080";Lenovo;http://magazilla.ru/jpg_zoom1/1004978.jpg http://mzimg.com/big/21/fasyxz5zm21.png http://mzimg.com/big/o1/fasz0d86ro1.png http://mzimg.com/big/b1/fasz2mmgeb1.jpg http://mzimg.com/big/e1/fasz2u1qie1.jpg http://mzimg.com/big/q1/fasyuoo80q1.jpg http://mzimg.com/big/s1/fasz1z4m0s1.jpg
Мобильные и аксессуары;100538;Мобильный телефон Nokia N8;5709;5709;0;13;«Флагманский» смартфон 2010 года, первое устройство под управлением Symbian^3 (хотя каких-либо коренных изменений операционная система не претерпела). Оснащён сенсорным экраном с поддержкой мультитач, 12-мегапиксельная камера позволяет снимать HD-видео 720p. Есть разъём HDMI, однако стандартный кабель к нему не подходит. Батарея имеет довольно невысокую ёмкость для своего класса. ;Nokia;http://magazilla.ru/jpg_zoom1/100538.jpg http://mzimg.com/big/d6/d507b884hd6.jpg http://mzimg.com/big/74/d5c73wm9574.jpg http://mzimg.com/big/a2/d5mmb3ga0a2.jpg http://mzimg.com/big/c6/dfgqz8fdkc6.jpg http://mzimg.com/big/a2/d5mm3xd43a2.jpg http://mzimg.com/big/w2/d5mmap33tw2.jpg http://mzimg.com/big/22/d5mmbjgij22.jpg http://mzimg.com/big/b1/dgv4ucurvb1.jpg http://mzimg.com/big/61/dgv4vh8wu61.jpg http://mzimg.com/big/04/dvo41lwli04.jpg http://i4.dixis.net/1/7763/77628005/afacdb/nokia-n8.jpg http://i4.dixis.net/1/7763/77628005/afacdb/nokia-n8.jpg http://originaltrade.ru/wa-data/public/shop/products/64/19/1964/images/3181/3181.970.jpg http://i4.dixis.net/1/7763/77628005/afacdb/nokia-n8.jpg http://i4.dixis.net/1/7763/77628005/afacdb/nokia-n8.jpg http://i4.dixis.net/1/7763/77628005/afacdb/nokia-n8.jpg
Мобильные и аксессуары;1006879;Мобильный телефон Homtom HT16;4508;3381;1;2;"Вес (г): 130; Размеры (мм): 144x72.1x8.9; Емкость (мАч): 3000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; aGPS; USB хост; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 8; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Графический процессор: ARM Mali-400 MP2";Homtom;http://magazilla.ru/jpg_zoom1/1006879.jpg http://mzimg.com/big/v1/faxby3nrzv1.jpg http://mzimg.com/big/51/faxbyb55851.jpg http://mzimg.com/big/g1/faxbyks7ug1.jpg http://mzimg.com/big/71/faxbzvrzl71.jpg http://mzimg.com/big/u1/faxc02vqiu1.jpg http://mzimg.com/big/71/faxc0fgqa71.jpg http://mzimg.com/big/91/faxc0ozqx91.jpg
Мобильные и аксессуары;1006904;Мобильный телефон Homtom HT20;8138;6917;1;15;"Размеры (мм): 154x77.8x8.9; Емкость (мАч): 3500; Аккумулятор: Li-Ion; ударозащита; пыле-, влагозащита; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 13; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 2; Графический процессор: ARM Mali-T720 ";Homtom;http://magazilla.ru/jpg_zoom1/1006904.jpg http://mzimg.com/big/a1/faxc9yhg6a1.jpg http://mzimg.com/big/11/faxca9pks11.jpg http://mzimg.com/big/y1/faxcahnucy1.jpg http://mzimg.com/big/v1/faxcaspgyv1.jpg http://mzimg.com/big/z1/faxcayjqez1.jpg http://mzimg.com/big/11/faxcb77ue11.jpg http://mobicom-m.ru/image/cache/catalog/products/homtom/homtom-ht20/homtom-ht20-16gb-green-600x600.jpg http://mobicom-m.ru/image/cache/catalog/products/homtom/homtom-ht20/homtom-ht20-16gb-orange-600x600.jpg http://mobicom-m.ru/image/cache/catalog/products/homtom/homtom-ht20/homtom-ht20-16gb-black-600x600.jpg http://mobicom-m.ru/image/cache/catalog/products/homtom/homtom-ht20/homtom-ht20-16gb-white-600x600.jpg
Мобильные и аксессуары;1006919;Мобильный телефон Homtom HT3;4508;4508;0;15;"Вес (г): 150; Размеры (мм): 145.3х73х7.5; Емкость (мАч): 3000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Камера (основная): 5; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Графический процессор: ARM Mali-400 MP1 ";Homtom;http://magazilla.ru/jpg_zoom1/1006919.jpg http://mzimg.com/big/u1/faxcoardzu1.jpg http://mzimg.com/big/f1/faxcokjyyf1.jpg http://mzimg.com/big/y1/faxcosrs5y1.jpg http://ltmix.ru/image/cache/data/smart-homtom/ht3/homtom-ht3-chernyj-1-600x600.jpg http://ltmix.ru/image/cache/data/smart-homtom/ht3/homtom-ht3-1-600x600.jpg
Мобильные и аксессуары;1007063;Мобильный телефон Homtom HT7;4728;3546;1;11;"Вес (г): 170; Размеры (мм): 153.8x77x9.9; Емкость (мАч): 3000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Камера (основная): 5; AnTuTu Benchmark: 24312; Слот для карт; Память (ГБ): 8; ОЗУ (ГБ): 1; Графический процессор: ARM Mali-400 MP ";Homtom;http://magazilla.ru/jpg_zoom1/1007063.jpg http://mzimg.com/big/w1/faxfnyamow1.jpg http://mzimg.com/big/z1/faxfoae7jz1.jpg http://mzimg.com/big/p1/faxfofqw1p1.jpg http://mzimg.com/big/q1/faxfom097q1.jpg http://mzimg.com/big/m1/faxfov86wm1.jpg http://mzimg.com/big/j1/faxfo611sj1.jpg http://mzimg.com/big/j1/faxfp0g5tj1.jpg http://ltmix.ru/image/cache/data/smart-homtom/ht7/homtom-ht7-chernyj-1-600x600.jpg http://ltmix.ru/image/data/smart-homtom/ht7/homtom-ht7-belyj-2.jpg
Мобильные и аксессуары;1007866;Мобильный телефон Philips X586;7249;6162;1;15;"Вес (г): 168; Размеры (мм): 144.2х71.8х8.9; Емкость (мАч): 3000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; aGPS; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Автофокус; Видео (основная): 1280x720; Камера (основная): 13; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 2; Графический процессор: ARM Mali-T720 MP2";Philips;http://magazilla.ru/jpg_zoom1/1007866.jpg http://mzimg.com/big/91/faxmr77zq91.jpg http://mzimg.com/big/p1/faxmrdw3sp1.jpg http://mzimg.com/big/31/faxmrk55b31.jpg http://1cena.ru/media/images/items/ http://files.oldi.ru/export/0000000022/0461464_5.jpg http://items.s1.citilink.ru/410584_v01_b.jpg
Мобильные и аксессуары;100861;Мобильный телефон Nokia X2 old;3628;3628;0;8;Недорогой телефон «музыкальной» серии Nokia. Традиционно оснащён разъёмом 3,5 мм и внешними клавишами управления плеером, из технических особенностей — два динамика и довольно мощная для своего класса камера (5 Мп со вспышкой). Штатная батарея обеспечивает более 13 часов в режиме разговора и вдвое больше — в режиме плеера. Оптимизирован для доступа к Facebook.   ;Nokia;http://magazilla.ru/jpg_zoom1/100861.jpg http://mzimg.com/big/x6/d9waljyrzx6.jpg http://mzimg.com/big/66/d9wambtze66.png http://mzimg.com/big/26/d9wan939v26.jpg http://mzimg.com/big/d6/diknmtgnid6.jpg
Канцелярия;1001303;Карандаши Koh-i-Noor 8971 4B;82;62;1;10;"Твердость грифеля: 4B; Длина грифеля (мм): 120; Диаметр грифеля (мм): 10.5; Назначение: простой; Тип: карандаш";Koh-i-Noor;http://magazilla.ru/jpg/1001303.jpg
Канцелярия;1010346;Ежедневник Moleskine PRO New Weekly Planner Soft Large Black;2288;1945;1;2;"Наличие карманов; Застежка/резинка; Переплет: мягкий; Плотность бумаги: 70; Формат: A5; Тип: записная книжка";Moleskine;http://magazilla.ru/jpg_zoom1/1010346.jpg
Канцелярия;1193551;Ручка Faber-Castell Ecco Pigment 0.3 Black;159;159;0;2;"Материал корпуса: пластик; Цвет чернил: черный; Клипса; Тип ручки: линер";Faber-Castell;http://magazilla.ru/jpg_zoom1/1193551.jpg
Канцелярия;1193559;Ручка Faber-Castell Ecco Pigment 0.4 Black;159;119;1;15;"Материал корпуса: пластик; Цвет чернил: черный; Клипса; Тип ручки: линер";Faber-Castell;http://magazilla.ru/jpg_zoom1/1193559.jpg
Канцелярия;1194702;Ручка Pilot Frixion Point 05 Blue Ink;159;135;1;13;"Материал корпуса: пластик; Цвет чернил: синий; Клипса; Ластик; Тип ручки: линер";Pilot;http://magazilla.ru/jpg_zoom1/1194702.jpg
Канцелярия;1194712;Ручка Pilot Frixion Point 05 Black Ink;159;159;0;6;"Материал корпуса: пластик; Цвет чернил: черный; Клипса; Ластик; Тип ручки: линер";Pilot;http://magazilla.ru/jpg_zoom1/1194712.jpg
Канцелярия;1194714;Ручка Pilot Frixion Pro 07 Blue Ink;159;119;1;9;"Материал корпуса: пластик; Цвет чернил: синий; Клипса; Ластик; Тип ручки: линер";Pilot;http://magazilla.ru/jpg_zoom1/1194714.jpg
Канцелярия;1194719;Ручка Pilot Frixion Pro 07 Black Ink;159;135;1;2;"Материал корпуса: пластик; Цвет чернил: синий; Клипса; Ластик; Тип ручки: линер";Pilot;http://magazilla.ru/jpg_zoom1/1194719.jpg
Канцелярия;1194758;Ручка Parker Jotter K63 Bond Street Black CT;999;999;0;6;"Материал корпуса: металл; Цвет чернил: синий; С футляром; Клипса; Авторучка; Тип ручки: шариковая";Parker;http://magazilla.ru/jpg_zoom1/1194758.jpg http://mzimg.com/big/z1/fj1utbcsuz1.jpg
Канцелярия;1194775;Ручка Parker Jotter K63 Chelsea Orange CT;1010;758;1;2;"Материал корпуса: металл; Цвет чернил: синий; С футляром; Клипса; Авторучка; Тип ручки: шариковая";Parker;http://magazilla.ru/jpg_zoom1/1194775.jpg
3D очки;1016606;3D очки Optoma ZD302;4249;3612;1;4;"Использование с обычными очками; Время работы (ч): 40; Индикатор состояния батареи; Включение: ручное; для проектора; Размер: стандартный (L); Тип: активные";Optoma;http://magazilla.ru/jpg_zoom1/1016606.jpg http://mzimg.com/big/y1/fb81236fty1.jpg http://mzimg.com/big/n1/fb814v4z3n1.jpg http://mzimg.com/big/x1/fb8166bm8x1.jpg http://mzimg.com/big/i1/fb816ca9si1.jpg
3D очки;1021102;3D очки SIM2 Visus RF 2;67320;67320;0;10;"Включение: ручное; для проектора; 3D трансмиттер; Размер: стандартный (L); Тип: активные";SIM2;http://magazilla.ru/jpg_zoom1/1021102.jpg
3D очки;1021105;3D очки SIM2 Visus RF 4;111760;83820;1;10;"Включение: ручное; для проектора; 3D трансмиттер; Размер: стандартный (L); Тип: активные";SIM2;http://magazilla.ru/jpg_zoom1/1021105.jpg
3D очки;1021128;3D очки SIM2 Visus RF 7;223520;189992;1;14;"Включение: ручное; для проектора; 3D трансмиттер; Размер: стандартный (L); Тип: активные";SIM2;http://magazilla.ru/jpg_zoom1/1021128.jpg
3D очки;1189619;3D очки Optoma ZF2300;5249;5249;0;6;"Использование с обычными очками; Время работы (ч): 60; Включение: ручное; для проектора; Размер: стандартный (L); Тип: активные";Optoma;http://magazilla.ru/jpg_zoom1/1189619.jpg
3D очки;167771;3D очки Philips PTA436;1320;990;1;6;"Использование с обычными очками; Включение: автоматическое; для телевизора; Размер: регулируемый; Тип: пассивные";Philips;http://magazilla.ru/jpg_zoom1/167771.jpg http://mzimg.com/big/66/dpkur3aku66.jpeg
3D очки;225157;3D очки LG AG-F360;2365;2010;1;7;"Использование с обычными очками; Включение: автоматическое; для телевизора; Размер: стандартный (L); Тип: пассивные";LG;http://magazilla.ru/jpg/225157.jpg
3D очки;225166;3D очки Mitsubishi EY-3DGS-1U;20244;20244;0;4;"Включение: ручное; для проектора; Размер: стандартный (L); Тип: активные";Mitsubishi;http://magazilla.ru/jpg_zoom1/225166.jpg
3D очки;246743;3D очки Epson ELPGS03;5436;4077;1;3;"Использование с обычными очками; Время работы (ч): 40; Индикатор состояния батареи; Включение: ручное; для проектора; Размер: стандартный (L); Тип: активные";Epson;http://magazilla.ru/jpg_zoom1/246743.jpg
3D очки;246752;3D очки JVC PK-AG3;13739;11678;1;3;"Время работы (ч): 100; Включение: автоматическое; для проектора; 3D трансмиттер; Размер: стандартный (L); Тип: активные";JVC;http://magazilla.ru/jpg_zoom1/246752.jpg
DVD,Blu-ray плееры;1082263;DVD/Blu-ray плеер Yamaha BD-A1060;54989;54989;0;7;;Yamaha;http://magazilla.ru/jpg_zoom1/1082263.jpg http://mzimg.com/big/z1/fe3slqw5ez1.jpg http://mzimg.com/big/x1/fe3slr0bgx1.jpg
DVD,Blu-ray плееры;1082299;DVD/Blu-ray плеер Yamaha BD-S681;22423;16817;1;14;;Yamaha;http://magazilla.ru/jpg_zoom1/1082299.jpg http://mzimg.com/big/k1/fe3t70tiyk1.jpg http://mzimg.com/big/g1/fe3t717keg1.jpg
DVD,Blu-ray плееры;1111351;DVD/Blu-ray плеер Supra DVS-207X;1859;1580;1;3;;Supra;http://magazilla.ru/jpg_zoom1/1111351.jpg
DVD,Blu-ray плееры;147911;DVD/Blu-ray плеер Mystery MDV-728U;1394;1394;0;9;;Mystery;http://magazilla.ru/jpg_zoom1/147911.jpg
DVD,Blu-ray плееры;167299;DVD/Blu-ray плеер Pioneer BDP-LX55;43989;32992;1;9;;Pioneer;http://magazilla.ru/jpg_zoom1/167299.jpg
DVD,Blu-ray плееры;167313;DVD/Blu-ray плеер Sony DVP-SR320;2402;2042;1;8;;Sony;http://magazilla.ru/jpg_zoom1/167313.jpg
DVD,Blu-ray плееры;171126;DVD/Blu-ray плеер Onkyo BD-SP809;51689;51689;0;5;;Onkyo;http://magazilla.ru/jpg_zoom1/171126.jpg http://mzimg.com/big/31/fddcd57jm31.jpg http://mzimg.com/big/s1/fddcd5ksls1.jpg http://mzimg.com/big/21/fddcd5p4i21.jpg
DVD,Blu-ray плееры;200639;DVD/Blu-ray плеер Denon DBT-1713UD;102289;76717;1;9;;Denon;http://magazilla.ru/jpg_zoom1/200639.jpg http://mzimg.com/big/m1/duqnx5kcrm1.jpg http://mzimg.com/big/91/duqnx8xkz91.jpg
DVD,Blu-ray плееры;205669;DVD/Blu-ray плеер Sony DVP-SR760H;3529;3000;1;9;;Sony;http://magazilla.ru/jpg_zoom1/205669.jpg http://mzimg.com/big/p1/dvbqw1bxsp1.jpeg
DVD,Blu-ray плееры;242488;DVD/Blu-ray плеер Denon DBT-3313UD;49500;49500;0;3;;Denon;http://magazilla.ru/jpg_zoom1/242488.jpg http://mzimg.com/big/21/e01fx6os821.jpg http://mzimg.com/big/p1/e01fxginbp1.jpg http://techno777.ru/files/products/xl_de_dbt3313udci_e3_bk_re_bg001_hi.200x200.jpg?86e902718806738d716c8feecb4c8e7c http://techno777.ru/files/products/xl_de_dbt3313udci_e3_bk_re_bg001_hi.200x200.jpg?86e902718806738d716c8feecb4c8e7c
LCD телевизоры;1012443;LCD телевизор LG 43UH656V;44055;33041;1;5;"Габариты без подставки (мм): 973x572x77.2; Габариты (мм): 973x622x199; Настенное крепление VESA: 200х200 мм; браузер; Wi-Fi; Miracast; Wi-Di (беспроводной); Bluetooth; поддержка DLNA; Выходы: mini-Jack (3.5 мм) наушники; HDMI: 3 шт; LAN; USB; композитный; Входы: компонентный; DVB-S2 (спутниковое); DVB-C (кабельное) ";LG;http://magazilla.ru/jpg_zoom1/1012443.jpg http://mzimg.com/big/t1/fb4h1wp7ut1.jpg http://mzimg.com/big/31/fb4h4gsp431.jpg http://mzimg.com/big/z1/fb4h4m35bz1.jpg http://mzimg.com/big/m1/fb4h4wmpim1.jpg
LCD телевизоры;1013328;LCD телевизор Samsung UE-50J6230;49225;41841;1;4;"Габариты без подставки (мм): 1117x643x64; Габариты (мм): 1117x704x310; Потребляемая мощность (Вт): 126; Настенное крепление VESA: 200х200 мм; Поддержка сервисов: Smart Hub, Samsung Apps, Fitness, Kids, Smart View; браузер; Skype; Wi-Fi; Поддержка форматов файлов USB: AVI, MKV, ASF, WMV, MP4, MOV, 3GP, VRO";Samsung;http://magazilla.ru/jpg_zoom1/1013328.jpg http://mzimg.com/big/n1/f8wp51zymn1.jpg http://mzimg.com/big/j1/f8wp59ypwj1.jpg http://mzimg.com/big/11/f8wp4xyee11.jpg
LCD телевизоры;1017231;LCD телевизор Metz Novum 55 OLED twin R;439989;439989;0;14;"Габариты без подставки (мм): 1229x788x83; Габариты (мм): 1229x815x420; Потребляемая мощность (Вт): 158; Настенное крепление VESA: 400х400 мм; Wi-Fi; Bluetooth; запись телепередач; коаксиальный (SPDIF); Выходы: mini-Jack (3.5 мм) наушники; HDMI: 4 шт; LAN; USB; SCART; Входы: композитный; Картинка в картинке";Metz;http://magazilla.ru/jpg_zoom1/1017231.jpg
LCD телевизоры;1017250;LCD телевизор Metz Novum 65 OLED twin R;604989;453742;1;4;"Габариты без подставки (мм): 1452x911x73; Габариты (мм): 1452x941x420; Потребляемая мощность (Вт): 174; Настенное крепление VESA: 400х400 мм; Wi-Fi; Bluetooth; запись телепередач; коаксиальный (SPDIF); Выходы: mini-Jack (3.5 мм) наушники; HDMI: 4 шт; LAN; USB; SCART; Входы: композитный; Картинка в картинке";Metz;http://magazilla.ru/jpg_zoom1/1017250.jpg
LCD телевизоры;1017270;LCD телевизор Doffler 32CH15-T2;14289;12146;1;15;"Габариты без подставки (мм): 730x430x75; Габариты (мм): 730x470x190; Потребляемая мощность (Вт): 56; Настенное крепление VESA: 200х100 мм; Поддержка форматов файлов USB: AVI, DivX, MKV, MPEG4, Xvid; коаксиальный (SPDIF); Выходы: mini-Jack (3.5 мм) наушники; HDMI: 3 шт; USB; композитный; Входы: VGA; DVB-C (кабельное)";Doffler;http://magazilla.ru/jpg_zoom1/1017270.jpg http://mzimg.com/big/x1/fbdkgmgllx1.jpg http://mzimg.com/big/31/fbdkgucgk31.jpg http://mzimg.com/big/41/fbdkgysbg41.jpg http://mzimg.com/big/k1/fbdkh4j5hk1.jpg http://mzimg.com/big/j1/fbdkha3qlj1.jpg http://mzimg.com/big/r1/fbdkhggorr1.jpg http://mzimg.com/big/h1/fbdkhpurbh1.jpg http://mzimg.com/big/q1/fbdkhtt8dq1.jpg http://mzimg.com/big/c1/fbdki1g9gc1.jpg http://mzimg.com/big/01/fbdki8fdt01.jpg http://mzimg.com/big/v1/fbdkid54dv1.jpg http://mzimg.com/big/q1/fbdkij4ekq1.jpg http://mzimg.com/big/71/fbdkitpxe71.jpg http://mzimg.com/big/k1/fbdkiy8krk1.jpg
LCD телевизоры;1017284;LCD телевизор Doffler 32CH59-T2;15389;15389;0;2;"Габариты без подставки (мм): 730x435x90; Габариты (мм): 730x470x174; Потребляемая мощность (Вт): 50; Настенное крепление VESA: 200х200 мм; Поддержка форматов файлов USB: AVI, DivX, MKV, MPEG4, Xvid; Выходы: mini-Jack (3.5 мм) наушники; HDMI: 3 шт; USB; SCART; композитный; Входы: VGA; DVB-S2 (спутниковое)";Doffler;http://magazilla.ru/jpg_zoom1/1017284.jpg http://mzimg.com/big/l1/fbdl9oqojl1.jpg http://mzimg.com/big/z1/fbdla5ot4z1.jpg http://mzimg.com/big/l1/fbdladjckl1.jpg http://mzimg.com/big/x1/fbdlaip78x1.jpg http://mzimg.com/big/41/fbdlao3lq41.jpg http://mzimg.com/big/s1/fbdlatf0ks1.jpg http://mzimg.com/big/f1/fbdlb2bp3f1.jpg http://mzimg.com/big/g1/fbdlba89ng1.jpg http://mzimg.com/big/j1/fbdlblcd5j1.jpg http://mzimg.com/big/g1/fbdlbt33ug1.jpg http://mzimg.com/big/g1/fbdlc1b7vg1.jpg http://mzimg.com/big/11/fbdlc6pwb11.jpg http://mzimg.com/big/m1/fbdlcf93cm1.jpg http://mzimg.com/big/f1/fbdlcofm1f1.jpg
